,App,Ver,Date,Notes,Time of Rel,Rel type,Length,Processed Notes,Updatability,Updatability for Major Rel
188,GoMechanic Car Services & More,3.1.4,15 Oct 2022,"The GoMechanic Festive Sale is Now LIVE! It's time to get your car festive-ready. Check out the Offer Page section on the Homepage


- GoMechanic Service Videos are now LIVE! Get to know your car service a little more up close and personally.
- Introducing Under ₹2,999 Budget Car Accessories. Check it out!
- Brand New & Revamped Trending Services section
- Get to know the underdogs of car service. Check out the Mechanic of GoMechanic on the Order Detail Page.
- Need help with Installation? Check out the [How To Install] section.
- UI/UX fixes on OBD, Homepage, Miles & Extended Warranty.
- Our In-app Search Engine can give tough time to Google
- Squashed some bugs and Turbocharged the app

Psst...use code BIGSAVINGS and get Flat 10% OFF on your next order. Thank me later


    


      
        more",3.0,Patch,97.0,the GoMechanic festive sale be now live its time to get you car festiveready check out the offer page section on the Homepage GoMechanic Service video be now live get to know you car service a little more up close and personally introduce under ₹ 2999 Budget car accessory check it out Brand New Revamped Trending Services section get to know the underdog of car service check out the mechanic of GoMechanic on the Order Detail Page need help with installation check out the how to install section uiux fix on OBD Homepage Miles Extended Warranty we Inapp Search Engine can give tough time to Google squash some bug and turbocharge the app psstuse code BIGSAVINGS and get flat 10 off on you next order thank I later more,1.1102230246251565e-16,0.4808370821414789
189,GoMechanic Car Services & More,3.1.3,12 Oct 2022,"The GoMechanic Festive Sale is Now LIVE! It's time to get your car festive-ready. Check out the Offer Page section on the Homepage

- GoMechanic Service Videos are now LIVE! Get to know your car service a little more up close and personally.
- Introducing Under ₹2,999 Budget Car Accessories. Check it out!
- Brand New & Revamped Trending Services section
- Get to know the underdogs of car service. Check out the Mechanic of GoMechanic on the Order Detail Page.
- Need help with Installation? Check out the [How To Install] section.
- UI/UX fixes on OBD, Homepage, Miles & Extended Warranty.
- Our In-app Search Engine can give tough time to Google
- Squashed some bugs and Turbocharged the app

Psst...use code BIGSAVINGS and get Flat 10% OFF on your next order. Thank me later


    


      
        more",3.0,Patch,97.0,the GoMechanic festive sale be now live its time to get you car festiveready check out the offer page section on the Homepage GoMechanic Service video be now live get to know you car service a little more up close and personally introduce under ₹ 2999 Budget car accessory check it out Brand New Revamped Trending Services section get to know the underdog of car service check out the mechanic of GoMechanic on the Order Detail Page need help with installation check out the how to install section uiux fix on OBD Homepage Miles Extended Warranty we Inapp Search Engine can give tough time to Google squash some bug and turbocharge the app psstuse code BIGSAVINGS and get flat 10 off on you next order thank I later more,1.1102230246251565e-16,0.4808370821414789
190,GoMechanic Car Services & More,3.1.2,9 Oct 2022,"The GoMechanic Festive Sale is Now LIVE! It's time to get your car festive-ready. Check out the Offer Page section on the Homepage


- GoMechanic Service Videos are now LIVE! Get to know your car service a little more up close and personally.
- Introducing Under ₹2,999 Budget Car Accessories. Check it out!
- Brand New & Revamped Trending Services section
- Get to know the underdogs of car service. Check out the Mechanic of GoMechanic on the Order Detail Page.
- Need help with Installation? Check out the [How To Install] section.
- UI/UX fixes on OBD, Homepage, Miles & Extended Warranty.
- Our In-app Search Engine can give tough time to Google
- Squashed some bugs and Turbocharged the app

Psst...use code BIGSAVINGS and get Flat 10% OFF on your next order. Thank me later


    


      
        more",10.0,Patch,97.0,the GoMechanic festive sale be now live its time to get you car festiveready check out the offer page section on the Homepage GoMechanic Service video be now live get to know you car service a little more up close and personally introduce under ₹ 2999 Budget car accessory check it out Brand New Revamped Trending Services section get to know the underdog of car service check out the mechanic of GoMechanic on the Order Detail Page need help with installation check out the how to install section uiux fix on OBD Homepage Miles Extended Warranty we Inapp Search Engine can give tough time to Google squash some bug and turbocharge the app psstuse code BIGSAVINGS and get flat 10 off on you next order thank I later more,0.07492385022419024,0.4808370821414789
191,GoMechanic Car Services & More,3.1.1,29 Sept 2022,"The GoMechanic Festive Sale is Now LIVE! It's time to get your car festive-ready. Check out the Offer Page section on the Homepage


- GoMechanic Service Videos are now LIVE! Get to know your car service a little more up close and personally.
- Introducing Under ₹2,999 Budget Car Accessories. Check it out!
- We know you (and your car) in and out. Go check out our tailor-made Recommended Product Section on the Product Page.
- Get to know the underdogs of car service. Check out the Mechanic of GoMechanic on the Order Detail Page.
- A completely brand new and revamped Help Section
- UI/UX fixes on OBD, Homepage, Miles & Extended Warranty.
- Our In-app Search Engine can give a tough time to Google
- Squashed some bugs and Turbocharged the app

Psst...use code BIGSAVINGS and get Flat 10% OFF on your next order. Thank me later!


    


      
        more",6.0,Patch,103.0,the GoMechanic festive sale be now live its time to get you car festiveready check out the offer page section on the Homepage GoMechanic Service video be now live get to know you car service a little more up close and personally introduce under ₹ 2999 Budget car accessory check it out we know you and you car in and out go check out we tailormade recommend product section on the product page get to know the underdog of car service check out the mechanic of GoMechanic on the Order Detail Page a completely brand new and revamp help section uiux fix on OBD Homepage Miles Extended Warranty we Inapp Search Engine can give a tough time to Google squash some bug and turbocharge the app psstuse code BIGSAVINGS and get flat 10 off on you next order thank I later more,-2.220446049250313e-16,0.4772358045088181
192,GoMechanic Car Services & More,3.1.0,23 Sept 2022,"The GoMechanic Festive Sale is Now LIVE! It's time to get your car festive-ready. Check out the Offer Page section on the Homepage


- GoMechanic Service Videos are now LIVE! Get to know your car service a little more up close and personally.
- Introducing Under ₹2,999 Budget Car Accessories. Check it out!
- We know you (and your car) in and out. Go check out our tailor-made Recommended Product Section on the Product Page.
- Get to know the underdogs of car service. Check out the Mechanic of GoMechanic on the Order Detail Page.
- A completely brand new and revamped Help Section
- UI/UX fixes on OBD, Homepage, Miles & Extended Warranty.
- Our In-app Search Engine can give a tough time to Google
- Squashed some bugs and Turbocharged the app

Psst...use code BIGSAVINGS and get Flat 10% OFF on your next order. Thank me later!


    


      
        more",13.0,Minor,103.0,the GoMechanic festive sale be now live its time to get you car festiveready check out the offer page section on the Homepage GoMechanic Service video be now live get to know you car service a little more up close and personally introduce under ₹ 2999 Budget car accessory check it out we know you and you car in and out go check out we tailormade recommend product section on the product page get to know the underdog of car service check out the mechanic of GoMechanic on the Order Detail Page a completely brand new and revamp help section uiux fix on OBD Homepage Miles Extended Warranty we Inapp Search Engine can give a tough time to Google squash some bug and turbocharge the app psstuse code BIGSAVINGS and get flat 10 off on you next order thank I later more,0.4772358045088181,0.4772358045088181
193,GoMechanic Car Services & More,3.0.1,10 Sept 2022,"Not everyone was tuned into the Twin Tower demolition last Sunday; some had important stuff to do. Just like our Devs, Here’s what’s new this week!


- Presenting GoMechanic Direct-To-Home Accessories; Now get all your favourite car accessories delivered directly to your doorstep
- Also, don’t forget to check out the Custom Curated Accessories.
- GoConnect OBD 2.0 gets a major overhaul. Have you got yours yet?
- UI/UX fixes on OBD, Homepage, Miles & Extended Warranty.
- An updated SIM & GPS module makes the GoConnect 2.0 compatible with all major Car Brands and Models.
- Our In-app Search Engine can give a tough time to Google
- Squashed some bugs and Turbocharged the app

Psst..use code BIGSAVINGS and get Flat 10% OFF on your next order. Thank me later!


    


      
        more",1.0,Patch,107.0,not everyone be tune into the Twin Tower demolition last Sunday some have important stuff to do just like we Devs here 's what 's new this week present GoMechanic DirectToHome accessory now get all you favourite car accessory deliver directly to you doorstep also do not forget to check out the Custom Curated Accessories GoConnect OBD 20 get a major overhaul have you get yours yet uiux fix on OBD Homepage Miles Extended Warranty a update SIM GPS module make the GoConnect 20 compatible with all major Car Brands and Models we Inapp Search Engine can give a tough time to Google squash some bug and turbocharge the app psstuse code BIGSAVINGS and get flat 10 off on you next order thank I later more,-2.220446049250313e-16,-2.220446049250313e-16
194,GoMechanic Car Services & More,3.0.0,9 Sept 2022,"Not everyone was tuned into the Twin Tower demolition last Sunday; some had important stuff to do. Just like our Devs. Here’s what’s new this week!


-Presenting GoMechanic Direct-To-Home Accessories; Now get all your favourite car accessories delivered directly to your doorstep
-Also, don’t forget to check out the Custom Curated Accessories.
-GoConnect OBD 2.0 gets a major overhaul. Have you got yours yet?
-UI/UX fixes on OBD, Homepage, Miles & Extended Warranty.
-An updated SIM & GPS module makes the GoConnect 2.0 compatible with all major Car Brands and Models.
-Our In-app Search Engine can give a tough time to Google
-Squashed some bugs and Turbocharged the app

Psst..use code BIGSAVINGS and get Flat 10% OFF on your next order. Thank me later!


    


      
        more",44.0,Major,107.0,not everyone be tune into the Twin Tower demolition last Sunday some have important stuff to do just like we Devs here 's what 's new this week present GoMechanic DirectToHome accessory now get all you favourite car accessory deliver directly to you doorstep also do not forget to check out the Custom Curated Accessories GoConnect OBD 20 get a major overhaul have you get yours yet uiux fix on OBD Homepage Miles Extended Warranty a update SIM GPS module make the GoConnect 20 compatible with all major Car Brands and Models we Inapp Search Engine can give a tough time to Google squash some bug and turbocharge the app psstuse code BIGSAVINGS and get flat 10 off on you next order thank I later more,0.5464976689664012,0.6591720943971036
195,GoMechanic Car Services & More,2.3.1,27 Jul 2022,"This brand new release is brought to you by our dear Developers in association with Chai Pakoda and Monsoon


- A friend in need is a friend indeed!
Gift your friend ₹300 OFF on GoMechanic Miles; you get ₹200 GoApp Money
- GoMechanic Miles is now available on Car Accessories with offers on 200+ products + assurance of GoMechanic.
- GoConnect OBD 2.0 gets a major overhaul. Get yours now if you haven't!
- Get your friends to use GoMechanic and get rewarded - Explore the new Refer & Earn section to know more.
- GoMechanic Extended Warranty is now even more accessible with Easy No Cost EMI.
- Check out the [Brands In Focus] on the new Accessories section.
- Looking out for our CNG bros. Added dynamic CNG fuel prices.
- UI/UX fixes on OBD, Homepage, Miles, Accessories & Chat.
- 2 minutes of silence for all the dead bugs we leave behind.


Better, faster, stronger. Our Devs clean up behind the curtain, making your car service experience even better. And we think that deserves a 5 Star.


    


      
        more",24.0,Patch,127.0,this brand new release be bring to you by we dear developer in association with Chai Pakoda and Monsoon A friend in need be a friend indeed gift you friend ₹ 300 off on GoMechanic Miles you get ₹ 200 GoApp Money GoMechanic Miles be now available on car accessory with offer on 200 product assurance of GoMechanic GoConnect OBD 20 get a major overhaul get yours now if you havent get you friend to use GoMechanic and get reward explore the new Refer Earn section to know more GoMechanic Extended Warranty be now even more accessible with Easy No cost EMI check out the Brands in Focus on the new accessory section look out for we CNG bros add dynamic cng fuel price UIUX fix on OBD Homepage Miles Accessories Chat 2 minute of silence for all the dead bug we leave behind good fast strong we dev clean up behind the curtain make you car service experience even well and we think that deserve a 5 Star more,0.6299965715024879,0.5521660174210504
196,GoMechanic Car Services & More,2.3.0,3 Jul 2022,"Much like how the Monsoon Rains brought in much-needed relief, Our Devs have been thinking of you, too.


- Having smarti-fied over 25000 cars, India’s favourite OBD; GoConnect 2.0, is now available on iOS.
- Live Vehicle Tracking, Geofencing, Anti-Theft & Smart Alerts, and Vehicle Health Report are just a few features of GoConnect 2.0.
- With improved Integration, connectivity and accuracy, the GoConnect 2.0 is your perfect Smart Car Companion.
- An updated SIM & GPS module makes the GoConnect 2.0 compatible with all major Car Brands and Models.
- We also bring Curated Accessories to style your car as you want.
- Made some subtle UI touch-ups & Search Engine performance enhancements.
- Squashed some bugs and Turbocharged the app.

Rate 5 stars If you loved the GoConnect 2.0


    


      
        more",19.0,Minor,103.0,much like how the Monsoon Rains bring in muchneeded relief we dev have be think of you too have smartify over 25000 car India 's favourite OBD GoConnect 20 be now available on iOS Live Vehicle Tracking Geofencing AntiTheft Smart Alerts and Vehicle Health Report be just a few feature of GoConnect 20 with improve integration connectivity and accuracy the GoConnect 20 be you perfect Smart Car Companion a update SIM GPS module make the GoConnect 20 compatible with all major Car Brands and Models we also bring curate accessory to style you car as you want make some subtle ui touchup search engine performance enhancement squash some bug and turbocharge the app rate 5 star if you love the GoConnect 20 more,0.9740417063064418,0.6355321231780686
197,GoMechanic Car Services & More,2.2.2,14 Jun 2022,"
      

        
  Bug Fixes


    


",11.0,Patch,2.0,bug fix,0.9336533160065914,0.9746373727844614
198,GoMechanic Car Services & More,2.2.1,3 Jun 2022,"If App revamping were an Olympic sport, our Devs would have won a medal! Introducing a boatload of new features that'll make your car servicing experience silky smooth!


- Integrated Extended Warranty Banners on individual Services
- Get your car Insurance Insights right on the My Car page
- [UPDATED] Save Time and Apply Coupon Codes in a jiffy!
- Exclusive discount section for your favourite car accessories
- [NEW] Apply Miles Coupons on Miles Screen only
- Now check your Miles Membership Savings right on your Cart
- Fine-tuned Post-Order page & Need Help Button
- UI/UX overhaul on the Home & GoApp Money sections
- Blog post & Articles section revamped with a new look
- Usual Bug fixes and Search Engine performance enhancements

Rate us 5 Stars If you Love your car!


    


      
        more",31.0,Patch,101.0,if app revamping be a Olympic sport we dev would have win a medal introduce a boatload of new feature thatll make you car servicing experience silky smooth Integrated Extended Warranty Banners on individual service get you car insurance insight right on the My Car page update Save Time and apply coupon Codes in a jiffy exclusive discount section for you favourite car accessory new apply Miles Coupons on Miles screen only now check you Miles Membership Savings right on you cart finetune PostOrder page need help Button UIUX overhaul on the Home GoApp Money section Blog post Articles section revamp with a new look usual bug fix and search engine performance enhancement rate we 5 star if you love you car more,0.5971658408043927,0.6475304328798219
199,GoMechanic Car Services & More,2.2.0,3 May 2022,"Hard Work Pays Off! And that’s what our Devs keep in mind while working to improve your GoMechanic experience every time. So, here is what we have in store for you:


- [NEW] Introducing Extended Warranty to add a little more to your car’s life.
- Groomed the GoApp Money Icon and Account Screen!
- [NEW] Gender Selection option for a Personalised Experience.
- Revamped Help/Service Reminders, so can’t ignore them!
- [NEW] Now, Avail upto 8 SOS Services with your Miles Membership.
- Settled the bugs and Turbocharged the app for a flawless experience.

Rate us 5 Stars If you love your car!


    


      
        more",64.0,Minor,83.0,hard work pay off and that 's what we dev keep in mind while work to improve you gomechanic experience every time so here be what we have in store for you NEW Introducing Extended Warranty to add a little more to you car 's life groom the GoApp Money icon and account screen new gender selection option for a personalise experience revamp HelpService Reminders so can not ignore they new now Avail upto 8 SOS Services with you Miles Membership settle the bug and turbocharge the app for a flawless experience rate we 5 star if you love you car more,0.36208822029403165,0.648616919021653
200,GoMechanic Car Services & More,2.1.1,28 Feb 2022,"Our second release of 2022, in the second month and our Devs are working clockwork to make your GoMechanic experience better. Here is what we have in store for you:


- Now check your GoApp Money right on the Homepage.
- [Brand New] Smart Accessories Combo to keep you and your car updated.
- Car registration number option added to the [My Cars] section.
- [NEW] Now, Avail free SOS directly on your Miles Membership Screen.
- Some major user interface and experiences changes.
- Added some glitz with subtle animations and Lottie work.
- Cleared the bugs and boosted the app for a seamless experience.

Rate us 5 stars Coz we love you 3000


    


      
        more",11.0,Patch,91.0,we second release of 2022 in the second month and we dev be work clockwork to make you gomechanic experience well here be what we have in store for you now check you GoApp Money right on the Homepage Brand New Smart Accessories Combo to keep you and you car update car registration number option add to the My Cars section new now Avail free SOS directly on you Miles membership screen some major user interface and experience change add some glitz with subtle animation and Lottie work clear the bug and boost the app for a seamless experience rate we 5 star coz we love you 3000 more,0.5120463630619809,0.515803138963161
201,GoMechanic Car Services & More,2.1.0,17 Feb 2022,"Our top Devs at GoMechanic have sacrificed their Valentine’s Day just to bring you these awesome features in our latest and greatest release. Here’s what’s new:


- [NEW] Renew your Miles Membership with just a Single Tap!
- [NEW] Now Avail free SOS directly on your Miles Membership Screen.
- Have you checked out the new Spares home screen widget?
- Choose accessories made easy with our hand-picked“Best Selling Accessories” list.
- Introducing Smart Accessories Combo recommendations.
- Enabled [NOTIFY] function when a product goes Out of Stock.
- [NEW] Select your favourite engine oil while adding a service to Cart.
- Squashed some bugs turbocharged the app.

Rate us 5 Stars and pay tribute to our (still) single Devs


    


      
        more",7.0,Minor,96.0,we top dev at GoMechanic have sacrifice they Valentine 's day just to bring you this awesome feature in we late and great release here 's what 's new NEW renew you Miles membership with just a single tap new now Avail free SOS directly on you Miles membership screen have you check out the new Spares home screen widget choose accessory make easy with we handpick “ good selling accessory ” list introduce smart accessory combo recommendation enable notify function when a product go out of Stock NEW select you favourite engine oil while add a service to Cart squash some bug turbocharge the app rate we 5 star and pay tribute to we still single dev more,0.5507137323472862,0.5590743661543675
202,GoMechanic Car Services & More,2.0.1,10 Feb 2022,"As we usher into a New Year with great hopes in our hearts and heads held high, the ever-tinkering geeks at GoMechanic bring you our very first release of 2022. Here’s what’s in store for you:


- [NEW] Upload your Car Insurance Policy and get a breakup, detailed analysis and much more.
- Major UI improvements on Homepage, Accessories and Miles sections
- Check out the new Floating Search Bar on the Homepage.
- The in-app Search Engine is now faster and smarter
- Choose from a variety of Car Accessories Combo packages
- Enabled [NOTIFY] function when a product goes Out of Stock
- No more annoying crashes & speed improvements.
- Squashed some bugs and turbocharged the app.

Rate us 5 Stars and stay safe. It’s a jungle out there.


    


      
        more",11.0,Patch,103.0,as we usher into a New Year with great hope in we heart and head hold high the evertinkering geek at GoMechanic bring you we very first release of 2022 here 's what 's in store for you new upload you car insurance policy and get a breakup detailed analysis and much more major ui improvement on homepage accessory and Miles section check out the new float search bar on the Homepage the inapp search engine be now fast and smart choose from a variety of car accessory combo package enable notify function when a product go out of Stock No more annoying crash speed improvement squash some bug and turbocharge the app rate we 5 star and stay safe it 's a jungle out there more,0.0351593513509203,0.0351593513509203
203,GoMechanic Car Services & More,2.0.0,30 Jan 2022,"As we usher into a New Year with great hopes in our hearts and heads held high, the every-tinkering geeks at GoMechanic bring you our very first release of 2022. Here’s what’s in store for you:

- [NEW] Upload your Car Insurance Policy and get a breakup, detailed analysis and much more.
- Major UI improvements on Homepage, Accessories and Miles sections
- Check out the new Floating Search Bar on the Homepage.
- The in-app Search Engine is now faster and smarter
- Choose from a variety of Car Accessories Combo packages
- Enabled [NOTIFY] function when a product goes Out of Stock
- A dash of animations here with a sprinkle of  SVGs there
- No more annoying crashes & speed improvements.
- Squashed some bugs and turbocharged the app.

Rate us 5 stars and stay safe. It’s a jungle out there.


    


      
        more",35.0,Major,110.0,as we usher into a New Year with great hope in we heart and head hold high the everytinkering geek at GoMechanic bring you we very first release of 2022 here 's what 's in store for you new upload you car insurance policy and get a breakup detailed analysis and much more major ui improvement on homepage accessory and Miles section check out the new float search bar on the Homepage the inapp search engine be now fast and smart choose from a variety of car accessory combo package enable notify function when a product go out of Stock A dash of animation here with a sprinkle of svg there no more annoying crash speed improvement squash some bug and turbocharge the app rate we 5 star and stay safe it 's a jungle out there more,0.5783622877953456,0.5653463911862091
204,GoMechanic Car Services & More,1.9.0,26 Dec 2021,"Jingle Bells, Jingle Bells, Jingle all the way! Oh, what fun it is to bring you some brand new features today, hey! Here are some refreshing new updates that made it to the Nice List!


- Major UI improvements on Homepage, Accessories, Miles & SOS sections
- Get Verified, you can now verify your car in the “My Cars” section
- Personalise your service even more, with Custom Voice Instructions
- You can now pay easy using your Preferred Mode of Payment
- Know the daily fuel trends with dynamic fuel prices under My Cars section
- No more annoying crashes & speed improvements
- Usual Bug Fixes

Rate us 5 stars and wish you a hopeful and joyous Happy New Year 2022!


    


      
        more",21.0,Minor,95.0,Jingle Bells Jingle Bells Jingle all the way oh what fun it be to bring you some brand new feature today hey here be some refreshing new update that make it to the Nice List Major UI improvement on homepage accessory Miles SOS section get verify you can now verify you car in the “ my car ” section personalise you service even more with Custom Voice instruction you can now pay easy use you Preferred Mode of Payment Know the daily fuel trend with dynamic fuel price under my car section no more annoying crash speed improvement usual bug fix rate we 5 star and wish you a hopeful and joyous happy New Year 2022 more,0.6737939073408938,0.6737939073408938
205,CarWale: Buy-Sell New/Used Car,7.0.5,17 Nov 2021,- Bug fixes and improvements,92.0,Patch,5.0,bug fix and improvement,0.4977649984322581,0.1818197926332803
206,CarWale: Buy-Sell New/Used Car,7.0.4,17 Aug 2021,- Enhancements in compare cars and used car valuation- Bug fixes and improvements,39.0,Patch,12.0,Enhancements in compare car and use car valuation bug fix and improvement,0.5890812622704801,0.5890812622704801
207,CarWale: Buy-Sell New/Used Car,7.0.2,9 Jul 2021,- Performance improvements and bug fixes,21.0,Patch,6.0,performance improvement and bug fix,-2.220446049250313e-16,-2.220446049250313e-16
208,CarWale: Buy-Sell New/Used Car,7.0.1,18 Jun 2021,-Bug fixes and performance improvements,11.0,Patch,5.0,bug fix and performance improvement,-2.220446049250313e-16,-2.220446049250313e-16
209,CarWale: Buy-Sell New/Used Car,7.0.0,7 Jun 2021,-Bug fixes and performance improvements,10.0,Major,5.0,bug fix and performance improvement,0.8364919926933123,0.3305811482733515
210,CarWale: Buy-Sell New/Used Car,6.9.0,28 May 2021,- Started showing upcoming cars for brands like Tesla in brand list screen- Introduced Recently Added Used Cars- Bug Fixes and Performance Enhancements,51.0,Minor,23.0,start show upcoming car for brand like Tesla in brand list screen introduce recently add used car bug Fixes and Performance Enhancements,0.8541906334356326,0.8364919926933123
211,CarWale: Buy-Sell New/Used Car,6.8.1,7 Apr 2021,"- Improve our make, model and version selection list- Fixed known bugs and performance enhancements",35.0,Minor,14.0,improve we make model and version selection list fix know bug and performance enhancement,0.8093513484126249,0.4500116050782237
212,CarWale: Buy-Sell New/Used Car,6.7.1,3 Mar 2021,"- Introducing EMI CalculatorKnow your car loan EMI on the basis of loan amount, tenure, down payment and interest rate- Fixed Known Bugs and Performance Enhancements",3.0,Patch,23.0,introduce EMI CalculatorKnow you car loan EMI on the basis of loan amount tenure down payment and interest rate fix known bug and Performance Enhancements,-2.220446049250313e-16,0.7226949947964167
213,CarWale: Buy-Sell New/Used Car,6.7.0,28 Feb 2021,"- Introducing EMI CalculatorKnow your car loan EMI on the basis of loan amount, tenure, down payment and interest rate- Fixed Known Bugs and Performance Enhancements",6.0,Minor,23.0,introduce EMI CalculatorKnow you car loan EMI on the basis of loan amount tenure down payment and interest rate fix known bug and Performance Enhancements,-2.220446049250313e-16,0.7226949947964167
214,CarWale: Buy-Sell New/Used Car,6.6.0,22 Feb 2021,"- Introducing EMI CalculatorKnow your car loan EMI on the basis of loan amount, tenure, down payment and interest rate- Fixed Known Bugs and Performance Enhancements",17.0,Minor,23.0,introduce EMI CalculatorKnow you car loan EMI on the basis of loan amount tenure down payment and interest rate fix known bug and Performance Enhancements,0.7458961442018175,0.7226949947964167
215,CarWale: Buy-Sell New/Used Car,6.5.1,5 Feb 2021,"- Added the option to sort cars on the basis of various options like price, kms travelled, etc in Used Car Filter- Get instant loan approval from banks to buy the best used cars in your city- Our new Make Offer feature allows you to negotiate or make an offer on the car price with the seller which you deem fit- Fixed known bugs and performance enhancements",4.0,Patch,57.0,add the option to sort car on the basis of various option like price km travel etc in used car filter get instant loan approval from bank to buy the good used car in you city we new make offer feature allow you to negotiate or make a offer on the car price with the seller which you deem fit fix know bug and performance enhancement,-2.220446049250313e-16,0.855084393801454
216,CarWale: Buy-Sell New/Used Car,6.5.0,1 Feb 2021,"- Added the option to sort cars on the basis of various options like price, kms travelled, etc in Used Car Filter- Get instant loan approval from banks to buy the best used cars in your city- Our new Make Offer feature allows you to negotiate or make an offer on the car price with the seller which you deem fit- Fixed known bugs and performance enhancements",61.0,Minor,57.0,add the option to sort car on the basis of various option like price km travel etc in used car filter get instant loan approval from bank to buy the good used car in you city we new make offer feature allow you to negotiate or make a offer on the car price with the seller which you deem fit fix know bug and performance enhancement,0.5612783490331585,0.855084393801454
217,CarWale: Buy-Sell New/Used Car,6.4.3,2 Dec 2020,"- Enhanced the experience of our Compare Cars Screen- Improved the logic for the valuation of used cars to provide more accurate prices for you- Upcoming Cars Screen Revamped- Introduced a new section, Based On Your Searches which recommends you cars on the basis of your recent searches",3.0,Patch,40.0,enhance the experience of we compare car screen improve the logic for the valuation of used car to provide more accurate price for you Upcoming Cars screen revamp introduce a new section base on you search which recommend you car on the basis of you recent search,1.0,1.0
218,CarWale: Buy-Sell New/Used Car,6.4.2,29 Nov 2020,- Bug fixes and performance enhancements,3.0,Patch,6.0,bug fix and performance enhancement,1.0,-2.220446049250313e-16
219,CarWale: Buy-Sell New/Used Car,6.4.0,26 Nov 2020,"- Enhanced the experience of our Compare Cars Screen- Improved the logic for the valuation of used cars to provide more accurate prices for you- Upcoming Cars Screen Revamped- Introduced a new section, Based On Your Searches which recommends you cars on the basis of your recent searches",20.0,Minor,40.0,enhance the experience of we compare car screen improve the logic for the valuation of used car to provide more accurate price for you Upcoming Cars screen revamp introduce a new section base on you search which recommend you car on the basis of you recent search,1.0,1.0
220,CarWale: Buy-Sell New/Used Car,6.3.6,6 Nov 2020,- Bug Fixes and Performance Enhancements,1.0,Patch,6.0,bug fix and Performance Enhancements,-2.220446049250313e-16,0.3305811482733515
221,CarWale: Buy-Sell New/Used Car,6.3.5,5 Nov 2020,- Bug Fixes and Performance Enhancements,17.0,Patch,6.0,bug fix and Performance Enhancements,-2.220446049250313e-16,0.3305811482733515
222,CarWale: Buy-Sell New/Used Car,6.3.4,19 Oct 2020,- Bug Fixes and Performance Enhancements,18.0,Patch,6.0,bug fix and Performance Enhancements,-2.220446049250313e-16,0.3305811482733515
223,CarWale: Buy-Sell New/Used Car,6.3.3,1 Oct 2020,- Bug Fixes and Performance Enhancements,6.0,Patch,6.0,bug fix and Performance Enhancements,-2.220446049250313e-16,0.3305811482733515
224,CarWale: Buy-Sell New/Used Car,6.3.2,25 Sept 2020,- Bug Fixes and Performance Enhancements,21.0,Patch,6.0,bug fix and Performance Enhancements,0.6086976257608352,0.3305811482733515
225,CarWale: Buy-Sell New/Used Car,6.3.1,4 Sept 2020,- Search Option Revamped- Introduced Similar Cars Linkage on Used Car List Screen- Bug Fixes and Performance Enhancements,11.0,Patch,18.0,search option revamp Introduced similar car linkage on used car list screen bug fix and Performance Enhancements,-4.440892098500626e-16,0.7178268775854051
226,CarWale: Buy-Sell New/Used Car,6.3.0,24 Aug 2020,- Search Option Revamped- Introduced Similar Cars Linkage on Used Car List Screen- Bug Fixes and Performance Enhancements,147.0,Minor,18.0,search option revamp Introduced similar car linkage on used car list screen bug fix and Performance Enhancements,0.7752729258208548,0.7178268775854051
227,CarWale: Buy-Sell New/Used Car,6.2.0,30 Mar 2020,"To improve your car buying journey, we have introduced two new features:1) Car Loan - Get instant loan approval from banks2) Car Insurance - Provide protection to your car by getting the most attractive car insurance offersBug fixes and performance enhancements",32.0,Minor,36.0,to improve you car buy journey we have introduce two new features1 car loan get instant loan approval from banks2 car insurance provide protection to you car by get the most attractive car insurance offersbug fix and performance enhancement,0.8577865856412514,0.8577865856412514
228,CarWale: Buy-Sell New/Used Car,6.1.0,27 Feb 2020,-Bug fixes and performance enhancements,73.0,Minor,5.0,bug fix and performance enhancement,-2.220446049250313e-16,-2.220446049250313e-16
229,Automotive News,3.7.2,"Dec 12, 2022","Dear Auto news fans, it's time for an app update! We've worked hard to deliver a release that is more stable, compatible with more devices and is generally more pleasant to use. As usual, we're working daily to deliver you the most relevant news.

We have a made some improvement fixes in this update.

We hope you like it - if you do, please give the app a rating! Having issues? Please write us at support@newsfusion.com. Thanks! Yours, The Newsfusion team
",66.0,Patch,68.0,dear auto news fan its time for a app update Weve work hard to deliver a release that be more stable compatible with more device and be generally more pleasant to use as usual be work daily to deliver you the most relevant news we have a make some improvement fix in this update we hope you like it if you do please give the app a rating have issue please write we at supportnewsfusioncom thanks Yours the Newsfusion team,0.093420182095306,0.7088692486677965
230,Automotive News,3.7.1,"Oct 7, 2022","Dear Auto news fans, it's time for an app update! We've worked hard to deliver a release that is more stable, compatible with more devices and is generally more pleasant to use. As usual, we're working daily to deliver you the most relevant news.We have a made a small fix to update the social media login.We hope you like it - if you do, please give the app a rating! Having issues? Please write us at support@newsfusion.com. Thanks! Yours, The Newsfusion team",52.0,Patch,67.0,dear auto news fan its time for a app update Weve work hard to deliver a release that be more stable compatible with more device and be generally more pleasant to use as usual be work daily to deliver you the most relevant newswe have a make a small fix to update the social media loginwe hope you like it if you do please give the app a rating have issue please write we at supportnewsfusioncom thanks Yours the Newsfusion team,0.1396880832676387,0.7186668083971097
